summary_level,soc_code,title,employment_2013,employment_2015,change_net,change_percent,annual_avg_openings_total,annual_avg_openings_growth,annual_avg_openings_replacement,annual_wages_2013_mean,annual_wages_2013_median,annual_wages_2013_entry,annual_wages_2013_experienced,typical_entry_education,work_experience,training_needed
1,00-0000,"Total, All Occupations",4264180,4382880,118700,0.027836536,158600,62120,96480,62330,45970,22840,82070,,,
2,11-0000,Management Occupations,242510,248180,5670,0.023380479,7410,3020,4390,154280,138370,79390,">$187,200",,,
3,11-1000,Top Executives,69400,71530,2130,0.030691643,2220,1070,1150,n/a,n/a,n/a,n/a,,,
4,11-1011,Chief Executives,9110,9270,160,0.017563117,270,80,190,226880,">$187,200",153060,n/a,Bachelor's degree,5 years or more,None
4,11-1021,General and Operations Managers,60090,62060,1970,0.032784157,1930,980,950,163570,149480,77410,">$187,200",Bachelor's degree,Less than 5 years,None
3,11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",27560,28540,980,0.035558781,1060,490,570,n/a,n/a,n/a,n/a, , , 
4,11-2011,Advertising and Promotions Managers,4040,4280,240,0.059405941,240,120,120,149790,138400,69070,">$187,200",Bachelor's degree,Less than 5 years,None
4,11-2021,Marketing Managers,8610,8930,320,0.037166086,330,160,170,179460,166910,109930,">$187,200",Bachelor's degree,5 years or more,None
4,11-2022,Sales Managers,10160,10410,250,0.024606299,320,120,200,199470,">$187,200",115760,">$187,200",Bachelor's degree,Less than 5 years,None
4,11-2031,Public Relations and Fundraising Managers,4740,4930,190,0.040084388,170,90,80,152540,141240,95170,181220,Bachelor's degree,5 years or more,None
3,11-3000,Operations Specialties Managers,65400,66930,1530,0.023394495,1800,770,1030,n/a,n/a,n/a,n/a, , , 
4,11-3011,Administrative Services Managers,10680,10940,260,0.024344569,270,130,140,122910,114530,72550,148090,Bachelor's degree,Less than 5 years,None
4,11-3021,Computer and Information Systems Managers,17620,18290,670,0.038024972,520,340,180,163420,150340,101110,">$187,200",Bachelor's degree,5 years or more,None
4,11-3031,Financial Managers,23490,23830,340,0.014474244,560,170,390,190990,182180,107960,">$187,200",Bachelor's degree,5 years or more,None
4,11-3051,Industrial Production Managers,1000,1010,10,0.01,20,0,20,124910,113900,77860,148430,Bachelor's degree,5 years or more,None
4,11-3061,Purchasing Managers,2040,2090,50,0.024509804,70,30,40,147590,135830,85370,178700,Bachelor's degree,5 years or more,None
4,11-3071,"Transportation, Storage, and Distribution Managers",1380,1390,10,0.007246377,40,10,30,113510,104830,73670,133430,High school diploma or equivalent,5 years or more,None
4,11-3111,Compensation and Benefits Managers,1420,1430,10,0.007042254,40,0,40,141790,133600,88670,168350,Bachelor's degree,5 years or more,None
4,11-3121,Human Resources Managers,6150,6280,130,0.021138211,220,60,160,130590,116510,79280,156240,Bachelor's degree,5 years or more,None
4,11-3131,Training and Development Managers,1620,1670,50,0.030864198,60,20,40,137710,131140,84520,164300,Bachelor's degree,5 years or more,None
3,11-9000,Other Management Occupations,80150,81170,1020,0.012726138,2350,700,1650,n/a,n/a,n/a,n/a, , , 
4,11-9021,Construction Managers,8250,8430,180,0.021818182,200,90,110,120640,105620,69360,146280,Bachelor's degree,None,Moderate-term on-the-job training
4,11-9031,"Education Administrators, Preschool and Childcare Center/Program",2660,2670,10,0.003759398,80,10,70,79010,66710,45760,95630,Bachelor's degree,Less than 5 years,None
4,11-9032,"Education Administrators, Elementary and Secondary School",8520,8510,-10,-0.001173709,230,0,230,n/a,n/a,n/a,n/a,Master's degree,5 years or more,None
4,11-9033,"Education Administrators, Postsecondary",4230,4410,180,0.042553191,200,90,110,114240,100300,63540,139590,Master's degree,5 years or more,None
4,11-9039,"Education Administrators, All Other",530,540,10,0.018867925,20,10,10,110520,103070,60910,135320,Bachelor's degree,Less than 5 years,None
4,11-9041,Architectural and Engineering Managers,2390,2440,50,0.020920502,80,30,50,148690,139520,96950,174560,Bachelor's degree,5 years or more,None
4,11-9051,Food Service Managers,5560,5750,190,0.034172662,190,100,90,70090,64770,50230,80020,High school diploma or equivalent,Less than 5 years,None
4,11-9081,Lodging Managers,500,510,10,0.02,20,0,20,84230,80790,54250,99220,High school diploma or equivalent,Less than 5 years,None
4,11-9111,Medical and Health Services Managers,13520,13830,310,0.022928994,450,160,290,126230,112710,78220,150240,Bachelor's degree,None,None
4,11-9121,Natural Sciences Managers,690,710,20,0.028985507,20,10,10,127020,115030,75920,152570,Bachelor's degree,5 years or more,None
4,11-9141,"Property, Real Estate, and Community Association Managers",4210,4270,60,0.014251781,120,30,90,110060,89920,59500,135340,High school diploma or equivalent,Less than 5 years,None
4,11-9151,Social and Community Service Managers,6110,6230,120,0.019639935,170,60,110,83440,79890,57650,96330,Bachelor's degree,5 years or more,None
4,11-9199,"Managers, All Other",11360,11600,240,0.021126761,370,120,250,144060,124740,75130,178530,High school diploma or equivalent,Less than 5 years,None
2,13-0000,Business and Financial Operations Occupations,292450,300830,8380,0.028654471,9860,4290,5570,94370,81030,50810,116150, , , 
3,13-1000,Business Operations Specialists,155030,160360,5330,0.034380442,5060,2680,2380,n/a,n/a,n/a,n/a, , , 
4,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",2850,2910,60,0.021052632,90,30,60,94420,75210,45200,119030,Bachelor's degree,Less than 5 years,None
4,13-1022,"Wholesale and Retail Buyers, Except Farm Products",4820,4930,110,0.022821577,170,50,120,72270,67520,41930,87440,High school diploma or equivalent,None,Long-term on-the-job training
4,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",7230,7480,250,0.034578147,250,120,130,64580,61570,41950,75900,High school diploma or equivalent,None,Long-term on-the-job training
4,13-1031,"Claims Adjusters, Examiners, and Investigators",7830,7800,-30,-0.003831418,170,0,170,73310,73490,47620,86160,High school diploma or equivalent,None,Long-term on-the-job training
4,13-1041,Compliance Officers,8400,8440,40,0.004761905,140,20,120,80110,80990,52000,94170,Bachelor's degree,None,Moderate-term on-the-job training
4,13-1051,Cost Estimators,3260,3380,120,0.036809816,160,60,100,83720,80980,47310,101920,Bachelor's degree,None,None
4,13-1071,Human Resources Specialists,16190,16570,380,0.023471279,450,190,260,70750,64720,42310,84970,Bachelor's degree,None,None
4,13-1074,Farm Labor Contractors,530,530,0,0,10,0,10,n/a,n/a,n/a,n/a,Less than high school,Less than 5 years,Short-term on-the-job training
4,13-1075,Labor Relations Specialists,5270,5270,0,0,80,0,80,74320,64040,43850,89550,Bachelor's degree,None,None
4,13-1081,Logisticians,940,1000,60,0.063829787,40,30,10,72230,69740,45070,85810,Bachelor's degree,None,None
4,13-1111,Management Analysts,30130,31280,1150,0.038167939,980,580,400,110940,93950,59580,136620,Bachelor's degree,Less than 5 years,None
4,13-1121,"Meeting, Convention, and Event Planners",5750,6180,430,0.074782609,290,220,70,60790,57780,36590,72900,Bachelor's degree,None,None
4,13-1131,Fundraisers,3710,3820,110,0.029649596,130,60,70,62950,62660,36110,76370,Bachelor's degree,None,None
4,13-1141,"Compensation, Benefits, and Job Analysis Specialists",7750,7790,40,0.00516129,140,20,120,70250,68960,51540,79610,Bachelor's degree,None,None
4,13-1151,Training and Development Specialists,9330,9610,280,0.030010718,290,140,150,67630,65820,36160,83370,Bachelor's degree,Less than 5 years,None
4,13-1161,Market Research Analysts and Marketing Specialists,24810,26750,1940,0.078194277,1280,970,310,75570,71480,45560,90580,Bachelor's degree,None,None
4,13-1199,"Business Operations Specialists, All Other",15810,16220,410,0.025932954,400,210,190,82720,74520,48350,99900,High school diploma or equivalent,None,None
3,13-2000,Financial Specialists,137410,140470,3060,0.022269122,4800,1610,3190,n/a,n/a,n/a,n/a, , , 
4,13-2011,Accountants and Auditors,57070,58950,1880,0.032942001,2590,940,1650,93850,83330,54940,113300,Bachelor's degree,None,None
4,13-2021,Appraisers and Assessors of Real Estate,1050,1050,0,0,10,0,10,82870,81850,56350,96130,Bachelor's degree,None,Long-term on-the-job training
4,13-2031,Budget Analysts,1310,1340,30,0.022900763,60,10,50,77100,73150,53700,88810,Bachelor's degree,None,None
4,13-2041,Credit Analysts,2900,2920,20,0.006896552,90,10,80,114620,104800,67670,138100,Bachelor's degree,None,None
4,13-2051,Financial Analysts,25690,26210,520,0.020241339,850,260,590,126710,107630,69390,155370,Bachelor's degree,None,None
4,13-2052,Personal Financial Advisors,20540,21070,530,0.025803311,560,260,300,130110,106790,54880,167730,Bachelor's degree,None,None
4,13-2053,Insurance Underwriters,4210,4100,-110,-0.026128266,110,0,110,93520,84060,57010,111780,Bachelor's degree,None,Moderate-term on-the-job training
4,13-2061,Financial Examiners,1840,1850,10,0.005434783,50,0,50,110630,96320,67060,132410,Bachelor's degree,None,Moderate-term on-the-job training
4,13-2071,Credit Counselors,770,790,20,0.025974026,20,10,10,56130,49870,37620,65380,Bachelor's degree,None,Moderate-term on-the-job training
4,13-2072,Loan Officers,10620,10600,-20,-0.001883239,200,0,200,144970,131570,75890,179510,Bachelor's degree,None,Moderate-term on-the-job training
4,13-2081,"Tax Examiners and Collectors, and Revenue Agents",1580,1560,-20,-0.012658228,50,0,50,81820,80660,56730,94360,Bachelor's degree,None,Moderate-term on-the-job training
4,13-2082,Tax Preparers,2700,2790,90,0.033333333,100,50,50,n/a,n/a,n/a,n/a,High school diploma or equivalent,None,Moderate-term on-the-job training
4,13-2099,"Financial Specialists, All Other",7130,7250,120,0.016830295,110,60,50,84870,77560,54870,99870,Bachelor's degree,None,Moderate-term on-the-job training
2,15-0000,Computer and Mathematical Occupations,127510,132950,5440,0.042663321,4580,2720,1860,94820,89080,55950,114250, , , 
3,15-1100,Computer Occupations,121110,126290,5180,0.042771035,4310,2590,1720,n/a,n/a,n/a,n/a, , , 
4,15-1111,Computer and Information Research Scientists,310,340,30,0.096774194,20,20,0,77060,68740,38440,96370,Doctoral or professional degree,None,None
4,15-1121,Computer Systems Analysts,18550,19550,1000,0.053908356,760,500,260,97100,91960,60820,115230,Bachelor's degree,None,None
4,15-1122,Information Security Analysts,2920,3020,100,0.034246575,90,50,40,124770,119690,79200,147560,Bachelor's degree,Less than 5 years,None
4,15-1131,Computer Programmers,13230,13650,420,0.031746032,550,210,340,90670,85370,59820,106090,Bachelor's degree,None,None
4,15-1132,"Software Developers, Applications",26830,28360,1530,0.057025717,1060,770,290,108440,105030,73790,125760,Bachelor's degree,None,None
4,15-1133,"Software Developers, Systems Software",8670,9060,390,0.044982699,290,200,90,106420,99830,75040,122110,Bachelor's degree,None,None
4,15-1134,Web Developers,6980,7380,400,0.05730659,300,200,100,83730,80290,50080,100550,Associate's degree,None,None
4,15-1141,Database Administrators,4170,4260,90,0.021582734,110,50,60,90260,87810,54400,108190,Bachelor's degree,Less than 5 years,None
4,15-1142,Network and Computer Systems Administrators,11920,12220,300,0.025167785,310,150,160,91860,87810,60180,107690,Bachelor's degree,None,None
4,15-1143,Computer Network Architects,3580,3650,70,0.019553073,80,30,50,111930,108230,75710,130040,Bachelor's degree,5 years or more,None
4,15-1151,Computer User Support Specialists,17530,18260,730,0.041642898,600,360,240,60140,57210,37580,71410,"Some college, no degree",None,Moderate-term on-the-job training
4,15-1152,Computer Network Support Specialists,4290,4350,60,0.013986014,90,30,60,77210,73400,48310,91670,Associate's degree,None,None
4,15-1199,"Computer Occupations, All Other",2130,2200,70,0.03286385,60,30,30,81220,81800,46500,98570,Bachelor's degree,None,None
3,15-2000,Mathematical Science Occupations,6400,6660,260,0.040625,270,130,140,n/a,n/a,n/a,n/a, , , 
4,15-2011,Actuaries,2020,2100,80,0.03960396,90,40,50,142290,127750,70680,178090,Bachelor's degree,None,Long-term on-the-job training
4,15-2031,Operations Research Analysts,3450,3570,120,0.034782609,130,60,70,137720,123460,60820,176170,Bachelor's degree,None,None
2,17-0000,Architecture and Engineering Occupations,32300,33150,850,0.026315789,1130,430,700,82440,75970,51990,97660, , , 
3,17-1000,"Architects, Surveyors, and Cartographers",8550,8850,300,0.035087719,340,150,190,n/a,n/a,n/a,n/a, , , 
4,17-1011,"Architects, Except Landscape and Naval",7330,7620,290,0.039563438,310,140,170,84610,77100,53930,99950,Bachelor's degree,None,Internship/residency
4,17-1012,Landscape Architects,850,860,10,0.011764706,30,10,20,71590,69800,53760,80500,Bachelor's degree,None,Internship/residency
