summary_level,soc_code,title,employment_2013,employment_2015,change_net,change_percent,annual_avg_openings_total,annual_avg_openings_growth,annual_avg_openings_replacement,annual_wages_2013_mean,annual_wages_2013_median,annual_wages_2013_entry,annual_wages_2013_experienced,typical_entry_education,work_experience,training_needed
1,00-0000,"Total, All Occupations",980040,1001700,21660,0.022101139,34780,11740,23040,52900,40250,21850,68430, , , 
2,11-0000,Management Occupations,46080,46770,690,0.014973958,1260,420,840,131240,114700,68010,162850, , , 
3,11-1000,Top Executives,16900,17350,450,0.026627219,510,220,290,n/a,n/a,n/a,n/a, , , 
4,11-1011,Chief Executives,2290,2320,30,0.013100437,70,20,50,197760,">$187,200",112270,">$187,200",Bachelor's degree,5 years or more,None
4,11-1021,General and Operations Managers,13640,14050,410,0.030058651,430,210,220,134220,112160,62860,169900,Bachelor's degree,Less than 5 years,None
4,11-1031,Legislators,970,970,0,0,20,0,20,76360,77720,61810,83630,Bachelor's degree,Less than 5 years,None
3,11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",2880,2880,0,0,70,10,60,n/a,n/a,n/a,n/a, , , 
4,11-2011,Advertising and Promotions Managers,270,270,0,0,10,0,10,143270,127880,64060,182880,Bachelor's degree,Less than 5 years,None
4,11-2021,Marketing Managers,840,830,-10,-0.011904762,20,0,20,174110,160660,105840,">$187,200",Bachelor's degree,5 years or more,None
4,11-2022,Sales Managers,1410,1410,0,0,30,0,30,167020,156370,86650,">$187,200",Bachelor's degree,Less than 5 years,None
4,11-2031,Public Relations and Fundraising Managers,360,370,10,0.027777778,10,0,10,138460,125980,92080,161650,Bachelor's degree,5 years or more,None
3,11-3000,Operations Specialties Managers,8070,8150,80,0.009913259,180,50,130,n/a,n/a,n/a,n/a, , , 
4,11-3011,Administrative Services Managers,1660,1690,30,0.018072289,40,20,20,114250,107600,64580,139090,Bachelor's degree,Less than 5 years,None
4,11-3021,Computer and Information Systems Managers,1890,1900,10,0.005291005,30,10,20,146480,137660,93310,173060,Bachelor's degree,5 years or more,None
4,11-3031,Financial Managers,2680,2710,30,0.01119403,70,20,50,150420,132380,83250,184000,Bachelor's degree,5 years or more,None
4,11-3051,Industrial Production Managers,430,420,-10,-0.023255814,10,0,10,111490,104600,77760,128350,Bachelor's degree,5 years or more,None
4,11-3061,Purchasing Managers,270,270,0,0,10,0,10,133100,125170,83030,158140,Bachelor's degree,5 years or more,None
4,11-3071,"Transportation, Storage, and Distribution Managers",300,300,0,0,10,0,10,114180,107870,70610,135970,High school diploma or equivalent,5 years or more,None
4,11-3121,Human Resources Managers,600,610,10,0.016666667,30,10,20,142350,130060,89840,168610,Bachelor's degree,5 years or more,None
4,11-3131,Training and Development Managers,150,150,0,0,0,0,0,135580,126100,84150,161290,Bachelor's degree,5 years or more,None
3,11-9000,Other Management Occupations,18230,18400,170,0.009325288,510,140,370,n/a,n/a,n/a,n/a, , , 
4,11-9021,Construction Managers,1850,1940,90,0.048648649,60,40,20,125120,115460,81410,146970,Bachelor's degree,None,Moderate-term on-the-job training
4,11-9031,"Education Administrators, Preschool and Childcare Center/Program",600,600,0,0,20,0,20,59780,56390,40250,69540,Bachelor's degree,Less than 5 years,None
4,11-9032,"Education Administrators, Elementary and Secondary School",2270,2280,10,0.004405286,60,0,60,127760,131900,87560,147870,Master's degree,5 years or more,None
4,11-9033,"Education Administrators, Postsecondary",870,900,30,0.034482759,30,10,20,106890,94850,64060,128300,Master's degree,5 years or more,None
4,11-9039,"Education Administrators, All Other",150,140,-10,-0.066666667,0,0,0,98420,94070,78040,108610,Bachelor's degree,Less than 5 years,None
4,11-9041,Architectural and Engineering Managers,1250,1230,-20,-0.016,20,0,20,133500,124120,99650,150430,Bachelor's degree,5 years or more,None
4,11-9051,Food Service Managers,1200,1230,30,0.025,30,10,20,70000,67130,48960,80510,High school diploma or equivalent,Less than 5 years,None
4,11-9061,Funeral Service Managers,120,110,-10,-0.083333333,0,0,0,205080,">$187,200",82190,n/a,Associate's degree,Less than 5 years,None
4,11-9111,Medical and Health Services Managers,2770,2840,70,0.025270758,100,40,60,121470,106940,76250,144080,Bachelor's degree,None,None
4,11-9121,Natural Sciences Managers,200,210,10,0.05,0,0,0,155710,154790,91140,">$187,200",Bachelor's degree,5 years or more,None
4,11-9131,Postmasters and Mail Superintendents,1410,1390,-20,-0.014184397,30,0,30,69600,68290,56020,76380,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
4,11-9141,"Property, Real Estate, and Community Association Managers",770,780,10,0.012987013,30,10,20,75440,60300,52400,86960,High school diploma or equivalent,Less than 5 years,None
4,11-9151,Social and Community Service Managers,1070,1090,20,0.018691589,30,10,20,80810,76970,58210,92110,Bachelor's degree,5 years or more,None
4,11-9199,"Managers, All Other",1300,1310,10,0.007692308,30,0,30,111400,95070,62080,136070,High school diploma or equivalent,Less than 5 years,None
2,13-0000,Business and Financial Operations Occupations,39260,40100,840,0.021395823,1230,440,790,81660,72160,45930,99530, , , 
3,13-1000,Business Operations Specialists,22360,22880,520,0.023255814,640,280,360,n/a,n/a,n/a,n/a, , , 
4,13-1022,"Wholesale and Retail Buyers, Except Farm Products",780,790,10,0.012820513,20,0,20,64950,59160,39590,77630,High school diploma or equivalent,None,Long-term on-the-job training
4,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1300,1300,0,0,20,0,20,67910,65820,45800,78970,High school diploma or equivalent,None,Long-term on-the-job training
4,13-1031,"Claims Adjusters, Examiners, and Investigators",1430,1400,-30,-0.020979021,30,0,30,68660,69200,43710,81130,High school diploma or equivalent,None,Long-term on-the-job training
4,13-1041,Compliance Officers,1450,1460,10,0.006896552,30,10,20,63900,59470,43470,74120,Bachelor's degree,None,Moderate-term on-the-job training
4,13-1051,Cost Estimators,1540,1640,100,0.064935065,100,50,50,78350,73810,49980,92530,Bachelor's degree,None,None
4,13-1071,Human Resources Specialists,2210,2250,40,0.018099548,60,20,40,70230,63700,41440,84630,Bachelor's degree,None,None
4,13-1074,Farm Labor Contractors,120,120,0,0,0,0,0,n/a,n/a,n/a,n/a,Less than high school,Less than 5 years,Short-term on-the-job training
4,13-1075,Labor Relations Specialists,430,430,0,0,10,0,10,92850,75080,46040,116250,Bachelor's degree,None,None
4,13-1081,Logisticians,290,310,20,0.068965517,10,10,0,71710,65390,43430,85840,Bachelor's degree,None,None
4,13-1111,Management Analysts,3900,4010,110,0.028205128,110,60,50,101640,80300,51230,126840,Bachelor's degree,Less than 5 years,None
4,13-1121,"Meeting, Convention, and Event Planners",780,830,50,0.064102564,40,30,10,57770,50950,34220,69540,Bachelor's degree,None,None
4,13-1131,Fundraisers,610,630,20,0.032786885,20,10,10,62820,60160,39840,74320,Bachelor's degree,None,None
4,13-1141,"Compensation, Benefits, and Job Analysis Specialists",740,740,0,0,10,0,10,67690,67990,46990,78050,Bachelor's degree,None,None
4,13-1151,Training and Development Specialists,1370,1400,30,0.02189781,30,10,20,64660,60360,38860,77550,Bachelor's degree,Less than 5 years,None
4,13-1161,Market Research Analysts and Marketing Specialists,3100,3250,150,0.048387097,110,70,40,74100,71360,43860,89230,Bachelor's degree,None,None
4,13-1199,"Business Operations Specialists, All Other",1950,1960,10,0.005128205,30,10,20,76230,71950,41790,93450,High school diploma or equivalent,None,None
3,13-2000,Financial Specialists,16900,17220,320,0.018934911,590,160,430,n/a,n/a,n/a,n/a, , , 
4,13-2011,Accountants and Auditors,10180,10430,250,0.024557957,420,120,300,85490,76130,52910,101780,Bachelor's degree,None,None
4,13-2021,Appraisers and Assessors of Real Estate,730,730,0,0,10,0,10,71220,69830,46640,83520,Bachelor's degree,None,Long-term on-the-job training
4,13-2031,Budget Analysts,180,180,0,0,10,0,10,75940,72190,53120,87350,Bachelor's degree,None,None
4,13-2041,Credit Analysts,230,230,0,0,10,0,10,82090,76000,52780,96740,Bachelor's degree,None,None
4,13-2051,Financial Analysts,1860,1880,20,0.010752688,50,10,40,103230,92300,57100,126300,Bachelor's degree,None,None
4,13-2052,Personal Financial Advisors,1450,1480,30,0.020689655,40,20,20,134030,91580,43520,179290,Bachelor's degree,None,None
4,13-2053,Insurance Underwriters,290,280,-10,-0.034482759,10,0,10,85440,71240,47920,104200,Bachelor's degree,None,Moderate-term on-the-job training
4,13-2071,Credit Counselors,120,120,0,0,0,0,0,52040,49410,37440,59340,Bachelor's degree,None,Moderate-term on-the-job training
4,13-2072,Loan Officers,840,850,10,0.011904762,30,10,20,102770,87320,51950,128190,Bachelor's degree,None,Moderate-term on-the-job training
4,13-2081,"Tax Examiners and Collectors, and Revenue Agents",390,390,0,0,10,0,10,67240,62320,45550,78090,Bachelor's degree,None,Moderate-term on-the-job training
4,13-2082,Tax Preparers,300,310,10,0.033333333,10,0,10,45900,44780,29670,54010,High school diploma or equivalent,None,Moderate-term on-the-job training
4,13-2099,"Financial Specialists, All Other",250,260,10,0.04,0,0,0,88220,68790,44020,110310,Bachelor's degree,None,Moderate-term on-the-job training
2,15-0000,Computer and Mathematical Occupations,17300,17380,80,0.004624277,330,80,250,86230,83560,50440,104120, , , 
3,15-1100,Computer Occupations,16790,16870,80,0.004764741,310,70,240,n/a,n/a,n/a,n/a, , , 
4,15-1111,Computer and Information Research Scientists,130,130,0,0,0,0,0,n/a,n/a,n/a,n/a,Doctoral or professional degree,None,None
4,15-1121,Computer Systems Analysts,2410,2440,30,0.012448133,50,20,30,94610,95980,58310,112760,Bachelor's degree,None,None
4,15-1122,Information Security Analysts,310,320,10,0.032258065,0,0,0,108600,101880,75020,125380,Bachelor's degree,Less than 5 years,None
4,15-1131,Computer Programmers,1700,1670,-30,-0.017647059,40,0,40,82450,78770,45580,100880,Bachelor's degree,None,None
4,15-1132,"Software Developers, Applications",2260,2270,10,0.004424779,30,10,20,96330,91760,64360,112320,Bachelor's degree,None,None
4,15-1133,"Software Developers, Systems Software",2310,2290,-20,-0.008658009,20,0,20,100520,105560,73840,113870,Bachelor's degree,None,None
4,15-1134,Web Developers,810,820,10,0.012345679,20,10,10,70350,63920,37500,86770,Associate's degree,None,None
4,15-1141,Database Administrators,430,440,10,0.023255814,10,0,10,81490,80720,52200,96140,Bachelor's degree,Less than 5 years,None
4,15-1142,Network and Computer Systems Administrators,1560,1570,10,0.006410256,30,10,20,86420,81410,56610,101320,Bachelor's degree,None,None
4,15-1143,Computer Network Architects,510,510,0,0,10,0,10,110860,111510,77600,127480,Bachelor's degree,5 years or more,None
4,15-1151,Computer User Support Specialists,3190,3240,50,0.015673981,60,20,40,56810,53660,36980,66720,"Some college, no degree",None,Moderate-term on-the-job training
4,15-1152,Computer Network Support Specialists,690,680,-10,-0.014492754,10,0,10,78360,79110,52100,91490,Associate's degree,None,None
4,15-1199,"Computer Occupations, All Other",500,490,-10,-0.02,10,0,10,80950,78740,53490,94690,Bachelor's degree,None,None
3,15-2000,Mathematical Science Occupations,500,520,20,0.04,20,10,10,n/a,n/a,n/a,n/a, , , 
4,15-2011,Actuaries,150,150,0,0,0,0,0,160560,159510,86550,">$187,200",Bachelor's degree,None,Long-term on-the-job training
4,15-2031,Operations Research Analysts,320,330,10,0.03125,10,0,10,114010,98220,60630,140700,Bachelor's degree,None,None
2,17-0000,Architecture and Engineering Occupations,10500,10650,150,0.014285714,340,110,230,85610,79130,53530,101650, , , 
3,17-1000,"Architects, Surveyors, and Cartographers",1370,1430,60,0.04379562,60,30,30,n/a,n/a,n/a,n/a, , , 
4,17-1011,"Architects, Except Landscape and Naval",850,890,40,0.047058824,40,20,20,83860,84270,52310,99640,Bachelor's degree,None,Internship/residency
4,17-1022,Surveyors,320,330,10,0.03125,20,10,10,71960,62580,48690,83590,Bachelor's degree,Less than 5 years,None
3,17-2000,Engineers,5610,5710,100,0.017825312,200,60,140,n/a,n/a,n/a,n/a, , , 
4,17-2051,Civil Engineers,1310,1360,50,0.038167939,60,30,30,94810,87280,63050,110690,Bachelor's degree,None,None
4,17-2061,Computer Hardware Engineers,870,860,-10,-0.011494253,20,0,20,110690,111900,79860,126110,Bachelor's degree,None,None
4,17-2071,Electrical Engineers,550,550,0,0,10,0,10,98310,98750,70730,112100,Bachelor's degree,None,None
4,17-2072,"Electronics Engineers, Except Computer",310,310,0,0,10,0,10,99560,95410,70510,114090,Bachelor's degree,None,None
4,17-2081,Environmental Engineers,400,410,10,0.025,20,10,10,106380,93360,66090,126520,Bachelor's degree,None,None
4,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",360,380,20,0.055555556,20,10,10,87650,86600,60790,101080,Bachelor's degree,None,None
4,17-2112,Industrial Engineers,740,750,10,0.013513514,30,10,20,104700,105050,66390,123850,Bachelor's degree,None,None
4,17-2141,Mechanical Engineers,490,480,-10,-0.020408163,20,0,20,89270,86870,61350,103230,Bachelor's degree,None,None
4,17-2161,Nuclear Engineers,210,210,0,0,10,0,10,126950,127490,79860,150500,Bachelor's degree,None,None
4,17-2199,"Engineers, All Other",210,210,0,0,0,0,0,93000,94390,58120,110440,Bachelor's degree,None,None
3,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",3520,3510,-10,-0.002840909,80,20,60,n/a,n/a,n/a,n/a, , , 
4,17-3011,Architectural and Civil Drafters,500,500,0,0,10,0,10,55110,55530,36800,64270,Associate's degree,None,None
4,17-3012,Electrical and Electronics Drafters,190,190,0,0,0,0,0,70210,70370,57000,76820,Associate's degree,None,None
4,17-3013,Mechanical Drafters,270,270,0,0,0,0,0,65770,64900,45290,76000,Associate's degree,None,None
4,17-3022,Civil Engineering Technicians,310,320,10,0.032258065,10,0,10,66070,68370,49400,74400,Associate's degree,None,None
4,17-3023,Electrical and Electronics Engineering Technicians,1390,1380,-10,-0.007194245,30,0,30,68220,68420,51980,76340,Associate's degree,None,None
4,17-3025,Environmental Engineering Technicians,180,190,10,0.055555556,0,0,0,52880,54280,36970,60840,Associate's degree,None,None
4,17-3026,Industrial Engineering Technicians,110,110,0,0,0,0,0,50160,48620,38000,56240,Associate's degree,None,None
4,17-3027,Mechanical Engineering Technicians,120,110,-10,-0.083333333,0,0,0,55500,49280,38430,64030,Associate's degree,None,None
4,17-3029,"Engineering Technicians, Except Drafters, All Other",120,120,0,0,0,0,0,57340,55710,45760,63130,Associate's degree,None,None
4,17-3031,Surveying and Mapping Technicians,210,230,20,0.095238095,10,10,0,49670,45540,30450,59280,High school diploma or equivalent,None,Moderate-term on-the-job training
2,19-0000,"Life, Physical, and Social Science Occupations",9230,9480,250,0.02708559,400,130,270,76430,69430,42660,93320, , , 
3,19-1000,Life Scientists,1910,1950,40,0.020942408,70,20,50,n/a,n/a,n/a,n/a, , , 
4,19-1021,Biochemists and Biophysicists,760,800,40,0.052631579,40,20,20,93160,89480,67800,105850,Doctoral or professional degree,None,None
4,19-1022,Microbiologists,160,160,0,0,0,0,0,84710,87130,51420,101360,Bachelor's degree,None,None
4,19-1042,"Medical Scientists, Except Epidemiologists",740,750,10,0.013513514,20,10,10,102230,83310,52470,127100,Doctoral or professional degree,None,None
3,19-2000,Physical Scientists,1580,1620,40,0.025316456,60,20,40,n/a,n/a,n/a,n/a, , , 
4,19-2031,Chemists,810,820,10,0.012345679,20,0,20,92800,86660,59670,109360,Bachelor's degree,None,None
4,19-2041,"Environmental Scientists and Specialists, Including Health",390,400,10,0.025641026,20,10,10,68570,59580,47840,78930,Bachelor's degree,None,None
3,19-3000,Social Scientists and Related Workers,3070,3150,80,0.026058632,120,40,80,n/a,n/a,n/a,n/a, , , 
4,19-3031,"Clinical, Counseling, and School Psychologists",2020,2050,30,0.014851485,70,10,60,91360,86260,59330,107370,Doctoral or professional degree,None,Internship/residency
4,19-3051,Urban and Regional Planners,180,180,0,0,10,0,10,74710,71990,51980,86070,Master's degree,None,None
3,19-4000,"Life, Physical, and Social Science Technicians",2670,2750,80,0.029962547,130,40,90,n/a,n/a,n/a,n/a, , , 
4,19-4021,Biological Technicians,560,580,20,0.035714286,30,10,20,44630,43660,33970,49960,Bachelor's degree,None,None
4,19-4031,Chemical Technicians,830,860,30,0.036144578,40,20,20,46800,44960,33190,53610,Associate's degree,None,Moderate-term on-the-job training
4,19-4061,Social Science Research Assistants,300,310,10,0.033333333,20,10,10,38400,35960,22470,46360,Associate's degree,None,None
4,19-4091,"Environmental Science and Protection Technicians, Including Health",380,390,10,0.026315789,30,10,20,52960,54620,36010,61430,Associate's degree,None,None
4,19-4099,"Life, Physical, and Social Science Technicians, All Other",330,340,10,0.03030303,20,10,10,54290,53970,37240,62820,Associate's degree,None,None
2,21-0000,Community and Social Service Occupations,18280,18630,350,0.019146608,580,180,400,53700,49130,29180,65960, , , 
3,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",16510,16830,320,0.019382193,520,160,360,n/a,n/a,n/a,n/a, , , 
4,21-1011,Substance Abuse and Behavioral Disorder Counselors,820,850,30,0.036585366,40,20,20,43770,42350,29580,50860,High school diploma or equivalent,None,Moderate-term on-the-job training
4,21-1012,"Educational, Guidance, School, and Vocational Counselors",2280,2310,30,0.013157895,70,20,50,72820,69970,41500,88480,Master's degree,None,None
4,21-1014,Mental Health Counselors,950,980,30,0.031578947,40,20,20,40610,32150,25590,48120,Master's degree,None,Internship/residency
4,21-1015,Rehabilitation Counselors,1190,1200,10,0.008403361,30,10,20,38880,36430,25680,45480,Master's degree,None,None
4,21-1019,"Counselors, All Other",320,320,0,0,10,0,10,41790,38190,29220,48070,Master's degree,None,None
4,21-1021,"Child, Family, and School Social Workers",2130,2170,40,0.018779343,60,20,40,61070,60000,34510,74360,Bachelor's degree,None,None
4,21-1022,Healthcare Social Workers,1310,1380,70,0.053435115,60,30,30,56840,55270,39350,65590,Master's degree,None,None
4,21-1023,Mental Health and Substance Abuse Social Workers,1110,1130,20,0.018018018,30,10,20,61270,58000,37890,72960,Bachelor's degree,None,None
4,21-1029,"Social Workers, All Other",1210,1210,0,0,20,0,20,66520,67750,50130,74720,Bachelor's degree,None,None
4,21-1091,Health Educators,280,290,10,0.035714286,10,0,10,52660,51710,32010,62980,Bachelor's degree,None,None
4,21-1092,Probation Officers and Correctional Treatment Specialists,700,690,-10,-0.014285714,20,0,20,75920,75600,61380,83190,Bachelor's degree,None,Short-term on-the-job training
4,21-1093,Social and Human Service Assistants,2860,2910,50,0.017482517,90,20,70,37860,36330,24620,44470,High school diploma or equivalent,None,Short-term on-the-job training
4,21-1094,Community Health Workers,480,500,20,0.041666667,20,10,10,38330,34030,22320,46340,High school diploma or equivalent,None,Short-term on-the-job training
4,21-1099,"Community and Social Service Specialists, All Other",830,840,10,0.012048193,20,0,20,54720,51310,34090,65040,Master's degree,None,None
3,21-2000,Religious Workers,1760,1800,40,0.022727273,60,20,40,n/a,n/a,n/a,n/a, , , 
4,21-2011,Clergy,1190,1220,30,0.025210084,40,20,20,55280,51850,25400,70220,Bachelor's degree,None,Moderate-term on-the-job training
4,21-2021,"Directors, Religious Activities and Education",550,560,10,0.018181818,20,0,20,34180,27810,18850,41840,Bachelor's degree,Less than 5 years,None
2,23-0000,Legal Occupations,8450,8700,250,0.029585799,250,130,120,113270,87110,47410,146210, , , 
3,23-1000,"Lawyers, Judges, and Related Workers",5610,5710,100,0.017825312,140,60,80,n/a,n/a,n/a,n/a, , , 
4,23-1011,Lawyers,3950,4060,110,0.027848101,120,60,60,152290,126910,76840,">$187,200",Doctoral or professional degree,None,None
4,23-1022,"Arbitrators, Mediators, and Conciliators",550,550,0,0,10,0,10,79150,91170,39220,99110,Bachelor's degree,Less than 5 years,Moderate-term on-the-job training
4,23-1023,"Judges, Magistrate Judges, and Magistrates",480,480,0,0,10,0,10,132430,135710,117440,139930,Doctoral or professional degree,5 years or more,Short-term on-the-job training
3,23-2000,Legal Support Workers,2850,2990,140,0.049122807,110,70,40,n/a,n/a,n/a,n/a, , , 
4,23-2011,Paralegals and Legal Assistants,2250,2380,130,0.057777778,100,70,30,52960,56780,29260,64820,Associate's degree,None,None
4,23-2099,"Legal Support Workers, All Other",140,150,10,0.071428571,0,0,0,54280,52060,36540,63150,High school diploma or equivalent,None,Short-term on-the-job training
2,25-0000,"Education, Training, and Library Occupations",85520,86580,1060,0.012394761,2290,540,1750,64210,57900,26910,82870, , , 
3,25-1000,Postsecondary Teachers,10250,10590,340,0.033170732,320,180,140,n/a,n/a,n/a,n/a, , , 
4,25-1011,"Business Teachers, Postsecondary",560,580,20,0.035714286,20,10,10,68510,59520,43170,81180,Doctoral or professional degree,None,None
4,25-1021,"Computer Science Teachers, Postsecondary",170,180,10,0.058823529,0,0,0,69680,60850,41860,83590,Doctoral or professional degree,None,None
4,25-1022,"Mathematical Science Teachers, Postsecondary",250,260,10,0.04,0,0,0,71850,63530,41810,86870,Doctoral or professional degree,None,None
4,25-1042,"Biological Science Teachers, Postsecondary",210,220,10,0.047619048,0,0,0,68280,61080,43040,80890,Doctoral or professional degree,None,None
4,25-1052,"Chemistry Teachers, Postsecondary",270,280,10,0.037037037,0,0,0,108990,100790,61860,132560,Doctoral or professional degree,None,None
4,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",110,110,0,0,0,0,0,76860,67450,45090,92750,Doctoral or professional degree,None,None
4,25-1063,"Economics Teachers, Postsecondary",110,110,0,0,0,0,0,85430,82840,51690,102310,Doctoral or professional degree,None,None
4,25-1065,"Political Science Teachers, Postsecondary",120,120,0,0,0,0,0,78470,71920,42290,96570,Doctoral or professional degree,None,None
4,25-1066,"Psychology Teachers, Postsecondary",440,460,20,0.045454545,20,10,10,59800,54000,40570,69410,Doctoral or professional degree,None,None
4,25-1067,"Sociology Teachers, Postsecondary",130,130,0,0,0,0,0,69310,61910,45710,81120,Doctoral or professional degree,None,None
4,25-1071,"Health Specialties Teachers, Postsecondary",860,920,60,0.069767442,40,30,10,126650,112100,53920,163010,Doctoral or professional degree,Less than 5 years,None
4,25-1072,"Nursing Instructors and Teachers, Postsecondary",240,250,10,0.041666667,10,10,0,70610,64970,46050,82890,Master's degree,Less than 5 years,None
4,25-1081,"Education Teachers, Postsecondary",610,630,20,0.032786885,20,10,10,56520,52340,39870,64850,Doctoral or professional degree,None,None
4,25-1121,"Art, Drama, and Music Teachers, Postsecondary",610,630,20,0.032786885,20,10,10,63510,56570,35860,77340,Master's degree,None,None
4,25-1122,"Communications Teachers, Postsecondary",220,230,10,0.045454545,0,0,0,63860,57540,41340,75130,Doctoral or professional degree,None,None
4,25-1123,"English Language and Literature Teachers, Postsecondary",510,520,10,0.019607843,20,10,10,73160,61310,44820,87330,Doctoral or professional degree,None,None
4,25-1124,"Foreign Language and Literature Teachers, Postsecondary",250,260,10,0.04,0,0,0,70630,59480,43370,84260,Doctoral or professional degree,None,None
4,25-1125,"History Teachers, Postsecondary",210,220,10,0.047619048,10,10,0,71170,65880,48300,82610,Doctoral or professional degree,None,None
4,25-1126,"Philosophy and Religion Teachers, Postsecondary",300,310,10,0.033333333,10,10,0,72720,65560,50580,83790,Doctoral or professional degree,None,None
4,25-1194,"Vocational Education Teachers, Postsecondary",1590,1660,70,0.044025157,50,30,20,60840,61260,36130,73190,Bachelor's degree,Less than 5 years,None
4,25-1199,"Postsecondary Teachers, All Other",1810,1860,50,0.027624309,50,20,30,n/a,n/a,n/a,n/a,Doctoral or professional degree,None,None
3,25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",40440,40800,360,0.008902077,1100,180,920,n/a,n/a,n/a,n/a, , , 
4,25-2011,"Preschool Teachers, Except Special Education",3890,3910,20,0.005141388,120,10,110,37010,30750,23810,43600,Associate's degree,None,None
4,25-2012,"Kindergarten Teachers, Except Special Education",1160,1170,10,0.00862069,40,10,30,79760,81970,43260,98000,Bachelor's degree,None,Internship/residency
4,25-2021,"Elementary School Teachers, Except Special Education",10000,10150,150,0.015,300,80,220,86160,87220,55950,101270,Bachelor's degree,None,Internship/residency
4,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",7200,7300,100,0.013888889,210,50,160,88520,88370,59450,103050,Bachelor's degree,None,Internship/residency
4,25-2023,"Career/Technical Education Teachers, Middle School",230,230,0,0,10,0,10,83040,76270,55880,96630,Bachelor's degree,Less than 5 years,Internship/residency
4,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",10010,10030,20,0.001998002,280,10,270,84990,84470,54900,100040,Bachelor's degree,None,Internship/residency
4,25-2032,"Career/Technical Education Teachers, Secondary School",650,650,0,0,20,0,20,83830,83270,61960,94760,Bachelor's degree,Less than 5 years,Internship/residency
4,25-2051,"Special Education Teachers, Preschool",550,560,10,0.018181818,20,10,10,79020,73570,44390,96340,Bachelor's degree,None,Internship/residency
4,25-2052,"Special Education Teachers, Kindergarten and Elementary School",2850,2870,20,0.007017544,60,10,50,80830,78920,53870,94310,Bachelor's degree,None,Internship/residency
4,25-2053,"Special Education Teachers, Middle School",1630,1630,0,0,30,0,30,89370,88840,61850,103130,Bachelor's degree,None,Internship/residency
4,25-2054,"Special Education Teachers, Secondary School",2250,2250,0,0,40,0,40,88170,87790,62300,101110,Bachelor's degree,None,Internship/residency
3,25-3000,Other Teachers and Instructors,13880,14090,210,0.015129683,330,110,220,n/a,n/a,n/a,n/a, , , 
4,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,1500,1500,0,0,20,0,20,60440,56520,46230,67550,Bachelor's degree,None,Internship/residency
4,25-3021,Self-Enrichment Education Teachers,5050,5240,190,0.037623762,180,100,80,46690,38800,20320,59880,High school diploma or equivalent,Less than 5 years,None
4,25-3098,Substitute Teachers,6040,6050,10,0.001655629,110,10,100,37940,29230,24510,44650,Bachelor's degree,None,Internship/residency
4,25-3099,"Teachers and Instructors, All Other",1290,1300,10,0.007751938,20,0,20,57740,50590,24630,74290,Bachelor's degree,None,Internship/residency
3,25-4000,"Librarians, Curators, and Archivists",2670,2700,30,0.011235955,110,20,90,n/a,n/a,n/a,n/a, , , 
4,25-4012,Curators,120,120,0,0,0,0,0,43310,36310,28490,50720,Master's degree,None,None
4,25-4021,Librarians,1600,1610,10,0.00625,50,10,40,69340,65690,46530,80750,Master's degree,None,None
4,25-4031,Library Technicians,880,890,10,0.011363636,60,10,50,34170,33060,17290,42610,Postsecondary non-degree award,None,None
3,25-9000,"Other Education, Training, and Library Occupations",18290,18400,110,0.006014215,430,60,370,n/a,n/a,n/a,n/a, , , 
4,25-9031,Instructional Coordinators,900,920,20,0.022222222,10,10,0,71270,65360,42120,85840,Master's degree,5 years or more,None
4,25-9041,Teacher Assistants,16970,17060,90,0.005303477,400,40,360,28960,27170,19550,33660,"Some college, no degree",None,None
4,25-9099,"Education, Training, and Library Workers, All Other",270,270,0,0,0,0,0,59990,52590,38970,70500,Bachelor's degree,None,None
2,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",19090,19260,170,0.008905186,580,130,450,61150,50960,27380,78030, , , 
3,27-1000,Art and Design Workers,5380,5410,30,0.005576208,160,20,140,n/a,n/a,n/a,n/a, , , 
4,27-1011,Art Directors,370,370,0,0,10,0,10,131600,114450,69770,162510,Bachelor's degree,5 years or more,None
4,27-1014,Multimedia Artists and Animators,260,260,0,0,10,0,10,69060,77320,33640,86770,Bachelor's degree,None,Moderate-term on-the-job training
4,27-1019,"Artists and Related Workers, All Other",230,230,0,0,10,0,10,59680,57630,38740,70160,High school diploma or equivalent,None,Long-term on-the-job training
4,27-1021,Commercial and Industrial Designers,360,360,0,0,10,0,10,81740,76900,44380,100420,Bachelor's degree,None,None
4,27-1023,Floral Designers,620,610,-10,-0.016129032,20,0,20,27730,24170,19740,31730,High school diploma or equivalent,None,Moderate-term on-the-job training
4,27-1024,Graphic Designers,1220,1230,10,0.008196721,30,0,30,55520,48760,34340,66120,Bachelor's degree,None,None
4,27-1025,Interior Designers,380,390,10,0.026315789,20,10,10,67640,62710,45970,78480,Bachelor's degree,None,None
